sensor_id,project_id,logger_id,Negative_Days,Days_Above_9900,Days_Above_9500,Setup_days,Flat_days,Cnt_Days_10X,Cnt_Days_20X,Cnt_Days_30X,Class1,Leave
25423,2930,25420,0,0,0,13,0,75,0,32,A,NULL
25425,2930,25420,0,0,0,3,0,85,0,22,A,NULL
25428,2860,25426,0,7,8,5,0,93,1,13,A,NULL
25429,2860,25426,0,0,0,3,0,77,1,29,A,NULL
25431,2860,25426,0,0,0,5,0,89,1,17,A,NULL
25434,2795,25432,0,0,0,0,0,95,1,11,A,NULL
25435,2795,25432,0,0,0,7,0,90,0,17,A,NULL
25437,2795,25432,0,0,0,1,0,93,2,12,A,NULL
25440,2796,25438,2,0,0,5,0,91,1,15,A,NULL
25441,2796,25438,37,0,0,7,27,59,0,48,A,NULL
25443,2796,25438,0,0,0,5,0,92,1,14,A,NULL
25446,2794,25444,0,0,0,10,0,86,1,20,A,NULL
25447,2794,25444,0,0,1,13,0,83,0,24,A,NULL
25449,2794,25444,0,0,0,0,0,97,0,10,A,NULL
25452,2919,25450,4,0,0,10,0,73,0,34,A,NULL
25453,2919,25450,6,0,0,3,0,79,0,28,A,NULL
25455,2919,25450,4,6,7,3,0,75,2,30,A,NULL
25458,3117,25456,0,0,0,0,0,86,2,19,A,NULL
25459,3117,25456,0,0,0,3,0,83,1,23,A,NULL
25461,3117,25456,0,7,7,4,0,79,0,28,A,NULL
25466,2933,25464,0,0,0,11,0,90,0,17,A,NULL
25467,2933,25464,0,0,0,6,0,97,0,10,A,NULL
25469,2933,25464,0,0,0,8,0,95,0,12,A,NULL
25472,2932,25470,0,0,0,2,0,94,0,13,A,NULL
25473,2932,25470,0,0,2,1,0,94,0,13,A,NULL
25475,2932,25470,0,0,0,13,0,80,0,27,A,NULL
25478,2997,25476,0,0,0,3,0,90,1,16,A,NULL
25479,2997,25476,0,0,0,8,0,87,0,20,A,NULL
25481,2997,25476,0,0,0,1,0,92,0,15,A,NULL
25484,2996,25482,0,0,0,1,0,92,1,14,A,NULL
25485,2996,25482,0,0,0,6,0,86,0,21,A,NULL
25487,2996,25482,0,0,0,1,0,91,1,15,A,NULL
25490,3083,25488,2,0,0,5,0,90,0,17,A,NULL
25491,3083,25488,1,0,0,3,0,92,0,15,A,NULL
25493,3083,25488,0,0,0,4,0,91,0,16,A,NULL
25496,2832,25494,0,0,0,6,0,82,0,25,A,NULL
25497,2832,25494,0,0,0,13,0,75,0,32,A,NULL
25499,2832,25494,0,0,0,1,0,87,0,20,A,NULL
25502,3013,25500,3,0,0,9,0,90,0,17,A,NULL
25503,3013,25500,0,0,0,7,0,92,2,13,A,NULL
25505,3013,25500,0,0,0,1,0,97,2,8,A,NULL
25508,3012,25506,0,0,0,1,0,102,0,5,A,NULL
25509,3012,25506,0,0,0,1,0,68,2,37,A,NULL
25511,3012,25506,0,1,5,16,0,85,1,21,A,NULL
25514,3000,25512,5,0,0,5,0,93,1,13,A,NULL
25515,3000,25512,5,0,0,3,0,95,1,11,A,NULL
25517,3000,25512,0,0,0,5,6,92,0,15,A,NULL
25520,2998,25518,5,0,0,26,4,70,0,37,A,NULL
25521,2998,25518,5,0,0,34,0,63,1,43,A,NULL
25523,2998,25518,0,0,0,15,4,84,0,23,A,NULL
25527,2849,25524,0,0,0,0,0,105,0,2,A,NULL
25531,2850,25528,1,0,0,4,0,74,0,33,A,NULL
25535,2851,25532,1,0,0,14,0,54,0,53,A,NULL
25553,2979,25551,11,3,4,28,2,57,0,50,A,NULL
25556,2978,25554,0,0,0,0,0,86,0,21,A,NULL
25559,2977,25557,0,0,0,0,0,98,0,9,A,NULL
25562,2976,25560,0,0,0,6,0,90,0,17,A,NULL
25716,3071,25713,0,0,0,3,2,66,2,39,A,NULL
25718,3071,25713,0,0,0,6,2,65,1,41,A,NULL
25722,2995,25719,22,0,0,8,7,70,0,37,A,NULL
25724,2995,25719,6,0,0,6,4,86,0,21,A,NULL
25727,2983,25725,0,0,0,0,0,98,0,9,A,NULL
25728,2983,25725,0,0,0,1,0,97,0,10,A,NULL
25730,2983,25725,0,0,0,0,0,97,0,10,A,NULL
25733,2982,25731,0,0,0,5,0,91,1,15,A,NULL
25734,2982,25731,0,11,13,13,0,74,0,33,A,NULL
25736,2982,25731,0,0,0,1,0,96,1,10,A,NULL
25739,2981,25737,0,0,0,2,0,93,0,14,A,NULL
25740,2981,25737,0,6,9,3,0,89,0,18,A,NULL
25742,2981,25737,0,15,17,2,0,78,0,29,A,NULL
25745,2980,25743,21,0,0,7,0,68,0,39,A,NULL
25746,2980,25743,0,0,0,13,0,82,1,24,A,NULL
25748,2980,25743,0,0,0,0,0,96,2,9,A,NULL
25751,3072,25749,0,0,0,5,0,90,0,17,A,NULL
25752,3072,25749,0,0,0,5,0,90,0,17,A,NULL
25754,3072,25749,0,2,6,3,0,91,0,16,A,NULL
25757,2975,25755,0,0,0,2,0,92,1,14,A,NULL
25758,2975,25755,0,0,0,2,0,92,0,15,A,NULL
25760,2975,25755,0,0,0,2,0,91,1,15,A,NULL
25763,2974,25761,0,0,0,11,0,84,0,23,A,NULL
25764,2974,25761,0,0,0,10,0,85,0,22,A,NULL
25766,2974,25761,0,0,0,2,0,93,0,14,A,NULL
25769,2973,25767,0,0,0,7,0,95,0,12,A,NULL
25770,2973,25767,0,0,0,1,0,100,0,7,A,NULL
25772,2973,25767,0,0,0,1,0,101,0,6,A,NULL
25775,2972,25773,0,0,0,1,0,100,0,7,A,NULL
25776,2972,25773,0,0,0,1,0,100,0,7,A,NULL
25778,2972,25773,0,0,0,1,0,100,0,7,A,NULL
25781,2971,25779,4,0,0,18,0,78,0,29,A,NULL
25782,2971,25779,4,0,0,13,0,84,0,23,A,NULL
25784,2971,25779,5,3,5,13,0,80,1,26,A,NULL
25787,2970,25785,0,0,0,18,0,84,0,23,A,NULL
25788,2970,25785,23,0,0,11,0,68,1,38,A,NULL
25790,2970,25785,1,0,2,21,0,78,1,28,A,NULL
25793,2969,25791,0,0,0,10,0,86,0,21,A,NULL
25794,2969,25791,0,0,0,1,0,96,0,11,A,NULL
25796,2969,25791,7,0,0,10,0,82,1,24,A,NULL
25799,2968,25797,0,0,0,1,0,87,0,20,A,NULL
25800,2968,25797,0,0,0,1,0,92,0,15,A,NULL
25802,2968,25797,0,0,4,2,0,92,0,15,A,NULL
25805,2967,25803,0,0,21,0,0,95,0,12,A,NULL
25806,2967,25803,0,62,70,0,0,35,0,72,B,NULL
25808,2967,25803,0,0,0,0,0,94,0,13,A,NULL
25811,2966,25809,0,0,0,2,0,58,0,49,A,NULL
25812,2966,25809,0,0,0,3,0,62,0,45,A,NULL
25814,2966,25809,0,0,13,3,0,61,0,46,A,NULL
25817,2965,25815,0,0,0,0,0,86,2,19,A,NULL
25818,2965,25815,1,0,0,0,0,86,1,20,A,NULL
25820,2965,25815,0,0,0,0,0,88,0,19,A,NULL
25823,2914,25821,85,0,0,1,84,10,0,97,C,NULL
25824,2914,25821,1,12,13,5,0,68,1,38,A,NULL
25826,2914,25821,1,0,0,5,0,88,0,19,A,NULL
25829,2985,25827,1,0,0,8,0,94,1,12,A,NULL
25830,2985,25827,1,0,0,3,0,84,1,22,A,NULL
25832,2985,25827,1,0,0,13,0,89,1,17,A,NULL
25855,2912,25853,0,0,5,1,0,86,1,20,A,NULL
25856,2912,25853,0,9,12,3,0,78,1,28,A,NULL
25858,2912,25853,0,0,0,0,0,90,0,17,A,NULL
25861,2915,25859,2,1,1,9,0,92,0,15,A,NULL
25862,2915,25859,4,0,0,10,2,90,0,17,A,NULL
25864,2915,25859,2,0,0,7,0,94,0,13,A,NULL
25867,3073,25865,8,0,0,5,5,93,0,14,A,NULL
25868,3073,25865,1,0,4,3,0,101,0,6,A,NULL
25870,3073,25865,0,4,8,3,0,98,0,9,A,NULL
25885,2990,25883,0,0,0,2,0,92,0,15,A,NULL
25886,2990,25883,14,0,0,5,10,78,0,29,A,NULL
25888,2990,25883,5,0,0,6,3,85,1,21,A,NULL
25891,3046,25889,7,0,0,11,0,80,0,27,A,NULL
25892,3046,25889,15,0,0,8,0,75,0,32,A,NULL
25894,3046,25889,7,0,0,10,0,81,0,26,A,NULL
25897,3045,25895,10,0,0,7,0,67,0,40,A,NULL
25898,3045,25895,19,0,0,14,9,62,0,45,A,NULL
25900,3045,25895,14,0,0,8,11,63,0,44,A,NULL
25909,3044,25907,1,0,0,2,0,93,0,14,A,NULL
25910,3044,25907,1,0,0,3,0,92,0,15,A,NULL
25912,3044,25907,0,0,0,3,0,92,0,15,A,NULL
25915,3043,25913,8,0,0,3,7,63,0,44,A,NULL
25916,3043,25913,8,0,0,3,7,64,0,43,A,NULL
25918,3043,25913,5,0,0,6,1,66,0,41,A,NULL
25921,3018,25919,6,0,0,7,0,83,0,24,A,NULL
25922,3018,25919,1,0,0,9,0,84,0,23,A,NULL
25924,3018,25919,7,0,0,4,1,85,0,22,A,NULL
25927,3022,25925,8,0,0,5,0,70,1,36,A,NULL
25928,3022,25925,8,0,0,1,1,75,0,32,A,NULL
25930,3022,25925,8,0,0,1,0,74,1,32,A,NULL
25933,3017,25931,0,0,0,1,0,93,0,14,A,NULL
25934,3017,25931,0,0,0,2,0,92,0,15,A,NULL
25936,3017,25931,0,0,0,2,0,91,0,16,A,NULL
25939,3082,25937,1,0,0,6,0,82,0,25,A,NULL
25940,3082,25937,19,0,0,17,0,59,0,48,A,NULL
25942,3082,25937,2,0,0,5,0,83,0,24,A,NULL
25945,3029,25943,0,0,0,3,0,87,0,20,A,NULL
25946,3029,25943,1,0,0,4,0,85,0,22,A,NULL
25948,3029,25943,0,0,0,1,0,88,0,19,A,NULL
25951,3030,25949,0,0,0,23,0,65,0,42,A,NULL
25952,3030,25949,0,0,0,1,0,89,0,18,A,NULL
25954,3030,25949,0,0,0,1,0,89,0,18,A,NULL
25957,3031,25955,0,0,0,2,0,86,0,21,A,NULL
25958,3031,25955,0,0,0,1,0,89,0,18,A,NULL
25960,3031,25955,0,0,0,10,0,78,0,29,A,NULL
25963,3023,25961,12,0,0,5,5,71,0,36,A,NULL
25964,3023,25961,23,0,0,9,5,59,1,47,A,NULL
25966,3023,25961,6,0,0,9,3,73,0,34,A,NULL
25969,3024,25967,16,0,0,5,1,66,1,40,A,NULL
25970,3024,25967,8,0,0,2,7,74,0,33,A,NULL
25972,3024,25967,4,0,0,2,3,73,1,33,A,NULL
25975,3025,25973,8,0,0,1,0,81,0,26,A,NULL
25976,3025,25973,14,0,0,9,13,64,0,43,A,NULL
25978,3025,25973,0,0,0,6,7,75,0,32,A,NULL
25981,3026,25979,11,0,0,9,0,51,0,56,A,NULL
25982,3026,25979,8,0,0,2,6,71,2,34,A,NULL
25984,3026,25979,12,0,0,4,1,68,1,38,A,NULL
25987,3027,25985,19,0,0,14,13,61,0,46,A,NULL
25988,3027,25985,32,0,0,7,29,52,0,55,A,NULL
25990,3027,25985,19,0,0,12,9,60,0,47,A,NULL
25993,3014,25991,15,0,0,4,5,62,0,45,A,NULL
25994,3014,25991,7,0,0,7,4,68,0,39,A,NULL
25996,3014,25991,0,0,0,4,18,35,0,72,B,NULL
25999,3015,25997,2,0,0,3,1,60,0,47,A,NULL
26000,3015,25997,2,0,0,2,1,61,0,46,A,NULL
26002,3015,25997,2,0,0,2,1,60,0,47,A,NULL
26005,3016,26003,4,0,0,6,0,69,0,38,A,NULL
26006,3016,26003,4,0,0,8,1,70,0,37,A,NULL
26008,3016,26003,4,0,0,2,3,75,0,32,A,NULL
26011,3008,26009,0,0,0,1,0,93,1,13,A,NULL
26012,3008,26009,7,0,0,10,0,81,0,26,A,NULL
26014,3008,26009,0,0,0,2,0,77,1,29,A,NULL
26017,3009,26015,0,0,0,10,0,85,0,22,A,NULL
26018,3009,26015,0,1,1,18,0,76,0,31,A,NULL
26020,3009,26015,4,0,0,9,3,83,0,24,A,NULL
26023,3010,26021,0,0,0,15,0,80,0,27,A,NULL
26024,3010,26021,0,0,0,7,0,88,0,19,A,NULL
26026,3010,26021,0,0,0,5,0,90,0,17,A,NULL
26029,3011,26027,0,0,0,22,0,74,0,33,A,NULL
26030,3011,26027,6,0,0,14,0,79,0,28,A,NULL
26032,3011,26027,0,0,0,25,0,71,0,36,A,NULL
26035,2999,26033,5,0,0,11,0,79,2,26,A,NULL
26036,2999,26033,5,0,0,7,0,85,1,21,A,NULL
26038,2999,26033,5,0,0,3,0,89,0,18,A,NULL
26041,2829,26039,0,0,0,1,0,86,0,21,A,NULL
26042,2829,26039,0,0,0,1,0,86,0,21,A,NULL
26044,2829,26039,0,0,0,2,0,86,0,21,A,NULL
26047,2953,26045,5,0,0,2,0,89,1,17,A,NULL
26048,2953,26045,5,0,0,3,0,89,0,18,A,NULL
26050,2953,26045,5,0,0,5,0,86,0,21,A,NULL
26053,2828,26051,0,0,0,2,0,84,0,23,A,NULL
26054,2828,26051,0,0,0,1,0,87,0,20,A,NULL
26056,2828,26051,8,0,0,11,0,78,0,29,A,NULL
26059,3028,26057,0,0,0,2,0,88,0,19,A,NULL
26060,3028,26057,0,0,0,6,0,83,0,24,A,NULL
26062,3028,26057,0,0,0,2,0,87,0,20,A,NULL
26065,2833,26063,0,0,0,1,0,88,0,19,A,NULL
26066,2833,26063,0,0,0,10,0,78,0,29,A,NULL
26068,2833,26063,0,0,0,1,0,87,1,19,A,NULL
26071,3084,26069,0,0,0,1,0,87,0,20,A,NULL
26072,3084,26069,0,0,0,2,0,86,0,21,A,NULL
26074,3084,26069,0,0,0,3,0,85,0,22,A,NULL
26077,3085,26075,39,0,0,1,38,34,0,73,B,NULL
26078,3085,26075,39,1,1,2,37,34,0,73,B,NULL
26080,3085,26075,39,0,0,4,35,34,0,73,B,NULL
26086,2835,26084,0,0,0,0,0,89,0,18,A,NULL
26087,2835,26084,0,0,0,0,0,88,1,18,A,NULL
26089,2835,26084,0,0,0,0,0,88,1,18,A,NULL
26092,2834,26090,0,0,0,1,0,88,0,19,A,NULL
26093,2834,26090,0,0,0,1,0,87,0,20,A,NULL
26095,2834,26090,0,0,0,1,0,87,0,20,A,NULL
26098,3002,26096,0,0,0,2,0,77,1,29,A,NULL
26099,3002,26096,0,0,0,1,0,81,0,26,A,NULL
26101,3002,26096,0,0,0,2,0,79,0,28,A,NULL
26104,3001,26102,1,0,0,8,0,51,0,56,A,NULL
26105,3001,26102,1,0,0,12,0,47,0,60,B,NULL
26107,3001,26102,0,0,0,6,0,52,0,55,A,NULL
26108,3260,26108,4,4,4,4,2,39,0,68,B,NULL
26109,3260,26108,25,5,5,4,24,19,0,88,C,NULL
26110,3260,26108,2,4,4,6,0,35,0,72,B,NULL
26111,3260,26111,4,5,5,9,3,30,0,77,B,NULL
26112,3260,26111,31,0,0,4,31,12,0,95,C,NULL
26113,3260,26111,4,3,4,6,0,37,0,70,B,NULL
26114,3064,26114,1,0,0,1,0,92,0,15,A,NULL
26115,3064,26114,1,0,0,1,0,92,0,15,A,NULL
26116,3064,26114,1,0,0,1,0,92,0,15,A,NULL
26123,2818,26120,1,0,0,1,0,63,0,44,A,NULL
26125,2818,26120,0,0,0,5,0,59,0,48,A,NULL
26129,2817,26126,0,0,0,0,0,74,0,33,A,NULL
26131,2817,26126,0,0,0,11,0,63,0,44,A,NULL
26159,2816,26156,0,1,1,3,0,58,0,49,A,NULL
26161,2816,26156,0,0,0,4,0,58,0,49,A,NULL
26170,2830,26168,0,0,0,3,0,86,0,21,A,NULL
26171,2830,26168,0,0,0,20,0,68,0,39,A,NULL
26173,2830,26168,0,0,0,1,0,87,0,20,A,NULL
26176,2831,26174,0,0,0,17,0,71,0,36,A,NULL
26177,2831,26174,0,0,0,21,0,66,0,41,A,NULL
26179,2831,26174,0,0,0,8,0,80,0,27,A,NULL
26182,3003,26180,1,0,0,2,0,81,0,26,A,NULL
26183,3003,26180,1,0,0,1,0,81,1,25,A,NULL
26185,3003,26180,0,0,0,12,0,70,0,37,A,NULL
26188,3004,26186,0,0,0,1,0,81,0,26,A,NULL
26189,3004,26186,0,0,0,1,0,82,0,25,A,NULL
26191,3004,26186,0,0,0,1,0,81,1,25,A,NULL
26194,3006,26192,0,0,0,0,0,81,0,26,A,NULL
26195,3006,26192,0,0,0,0,0,82,0,25,A,NULL
26197,3006,26192,0,0,0,2,0,77,0,30,A,NULL
26543,2984,26541,1,0,0,1,0,54,1,52,A,NULL
26544,2984,26541,1,0,0,2,0,53,1,53,A,NULL
26546,2984,26541,1,8,13,3,0,48,0,59,B,NULL
26652,3007,26650,0,0,0,0,0,74,0,33,A,NULL
26653,3007,26650,0,0,0,0,0,74,0,33,A,NULL
26655,3007,26650,2,0,0,0,0,72,0,35,A,NULL
26658,3005,26656,34,0,0,4,8,37,0,70,B,NULL
26659,3005,26656,34,0,0,2,29,39,0,68,B,NULL
26661,3005,26656,29,0,0,4,0,41,0,66,B,NULL
27277,3280,27275,2,0,0,2,1,16,0,91,C,NULL
27278,3280,27275,1,0,0,2,0,16,0,91,C,NULL
27280,3280,27275,2,0,0,2,1,15,0,92,C,NULL
27283,3281,27281,2,0,0,1,0,22,0,85,B,NULL
27284,3281,27281,1,0,0,1,0,32,0,75,B,NULL
27286,3281,27281,2,0,0,1,1,32,0,75,B,NULL
27289,3282,27287,0,0,0,1,0,26,0,81,B,NULL
27290,3282,27287,2,0,0,2,0,14,0,93,C,NULL
27291,3282,27287,2,0,17,2,0,31,0,76,B,NULL
27294,3283,27292,1,0,0,1,0,33,0,74,B,NULL
27295,3283,27292,0,0,0,1,0,33,0,74,B,NULL
27296,3283,27292,1,0,0,1,0,33,0,74,B,NULL
27299,3284,27297,0,0,0,0,0,9,0,98,C,NULL
27300,3284,27297,0,0,0,0,1,7,0,100,C,NULL
27301,3284,27297,0,0,0,0,1,7,0,100,C,NULL
27304,3285,27302,1,0,0,1,0,33,0,74,B,NULL
27305,3285,27302,1,0,0,1,0,33,0,74,B,NULL
27306,3285,27302,0,0,0,1,0,33,0,74,B,NULL
27511,3085,27509,14,0,0,8,6,31,0,76,B,NULL
27512,3085,27509,36,0,0,10,11,9,0,98,C,NULL
27514,3085,27509,1,0,0,5,0,44,1,62,B,NULL
27517,2824,27515,5,0,0,7,0,37,0,70,B,NULL
27518,2824,27515,5,0,0,8,0,35,0,72,B,NULL
27520,2824,27515,5,0,0,5,0,40,0,67,B,NULL
27523,2826,27521,17,0,0,6,11,30,0,77,B,NULL
27524,2826,27521,1,0,0,5,0,40,0,67,B,NULL
27526,2826,27521,0,0,0,5,0,39,0,68,B,NULL
27529,2843,27527,0,0,0,5,0,42,0,65,B,NULL
27530,2843,27527,10,0,0,6,6,30,0,77,B,NULL
27532,2843,27527,1,0,0,4,0,42,0,65,B,NULL
27584,3042,27582,10,0,0,16,1,17,0,90,C,NULL
27585,3042,27582,16,0,0,7,0,20,0,87,B,NULL
27587,3042,27582,3,0,0,3,4,31,0,76,B,NULL
27590,2991,27588,9,0,0,2,0,32,0,75,B,NULL
27591,2991,27588,9,0,0,2,7,32,0,75,B,NULL
27593,2991,27588,9,0,0,2,0,29,0,78,B,NULL